Applied at,Amount,Age,Gender,Industry,Marital status,External Rating,Education level,Location,applicant_id
12.04.2022 22:36,9600.0,23,Чоловік,Edtech / Education,Married,3.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,c0d7bbc5e5173e4b5b2083ca0681cdbd
12.04.2022 22:41,15900.0,28,Чоловік,Fintech / Banking,Married,4.0,"Вища (бакалавр, спеціаліст, магістр)",Луцьк чи Волинська область,8773c29ab1b52a9af09e26f2cfdb6fbd
12.04.2022 22:41,4800.0,31,Чоловік,E-commerce,Married,1.0,"Вища (бакалавр, спеціаліст, магістр)",,6bf5ddf9679fa7a4d229c4ca41270a5a
12.04.2022 22:49,7500.0,41,Чоловік,Інша,Married,2.0,Дві вищі,Хмельницький чи область,9e99b151ec61e55becfdf4c6323a1f71
12.04.2022 23:00,3900.0,25,Чоловік,E-commerce,Married,1.0,"Вища (бакалавр, спеціаліст, магістр)",Одеса чи область,ea1bf8c9d8bdf3d1ae2fb995e38f8e87
12.04.2022 23:07,15000.0,36,Чоловік,Інша,Married,15.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,7410062ccbc293cf9226a5ca2b8b6957
12.04.2022 23:08,7500.0,39,Чоловік,Blockchain,Married,15.0,"Вища (бакалавр, спеціаліст, магістр)",,a77249851722fe257f96bae04270cf6a
12.04.2022 23:10,1950.0,32,Чоловік,Internet of Things,Single,0.0,"Вища (бакалавр, спеціаліст, магістр)",Одеса чи область,6f1f20f5d947a1b3432a530a2ed75017
12.04.2022 23:12,27000.0,35,Чоловік,Fintech / Banking,Married,7.0,"Вища (бакалавр, спеціаліст, магістр)",,76f6ba702b723373bffc70ad7ed02949
12.04.2022 23:14,9000.0,37,Чоловік,E-commerce,Single,2.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,453b8c1e67f721af59c462bdf1663ea4
12.04.2022 23:19,18000.0,33,Чоловік,Gambling,Single,11.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,3377b24493d8c1a4cdb4fdc27ae8047f
12.04.2022 23:21,9900.0,26,Чоловік,Fintech / Banking,Single,4.0,Середня,Київ чи область,0f8d1222b75938d0263d6f01e7c5ae53
12.04.2022 23:22,9000.0,29,Жінка,E-commerce,Married,2.0,"Вища (бакалавр, спеціаліст, магістр)",Чернівці чи область,5bfe7f891514c9fed3b3730853d26f7f
12.04.2022 23:23,24000.0,38,Чоловік,E-commerce,Other,10.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,48e80f1217ddfeb289f738222956468d
12.04.2022 23:27,5070.0,30,Жінка,GameDev,Single,6.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,4cc429ee3330098ad82a44772cc5f98d
12.04.2022 23:36,21000.0,26,Чоловік,E-commerce,Single,6.0,"Вища (бакалавр, спеціаліст, магістр)",Хмельницький чи область,d23bf6cebaeaa4997faf9d80fd17d416
12.04.2022 23:45,10500.0,23,Чоловік,Інша,Married,3.0,"Вища (бакалавр, спеціаліст, магістр)",Одеса чи область,5e6e86ab702fa02a47dca32282c90df5
12.04.2022 23:46,15900.0,30,Чоловік,Big Data,Married,9.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,a9dbf8f4e886d71b77f4325a7c69de11
12.04.2022 23:50,8700.0,38,Чоловік,Telecom,Single,10.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,f52cd38690fbc4d348572f2d75592c01
12.04.2022 23:51,13500.0,24,Чоловік,Big Data,Other,3.0,"Вища (бакалавр, спеціаліст, магістр)",,ca36c8f06f46c5d9f48152bd0705ea13
12.04.2022 23:52,6900.0,34,Жінка,Telecom,Single,1.0,"Вища (бакалавр, спеціаліст, магістр)",Житомир чи область,4989f3db2ca1470c6a698e71092cc189
12.04.2022 23:53,3780.0,32,Жінка,E-commerce,Married,3.0,"Вища (бакалавр, спеціаліст, магістр)",,46ae51110ea0d3e29f25ea84e608c8d1
12.04.2022 23:55,3900.0,32,Чоловік,Adtech / Advertising,Married,9.0,Дві вищі,Житомир чи область,22dbe1e08e87fb1c61433ac7dbd7a23b
12.05.2022 00:02,10500.0,37,Чоловік,Embedded,Married,8.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,a91ed7c61da6833dfe5a6ba10f70f4b7
12.05.2022 00:02,6270.0,25,Чоловік,Medtech / Healthcare,Married,1.0,"Вища (бакалавр, спеціаліст, магістр)",Кропивницький чи область,b0f3336b6b1872c5f9344fa1eed74d27
12.05.2022 00:04,16500.0,21,Чоловік,High Load Systems,Married,3.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,c7891a1f0e52dfc3b74a92d601fef266
12.05.2022 00:06,9600.0,29,Чоловік,Gambling,Single,2.0,"Вища (бакалавр, спеціаліст, магістр)",Чернівці чи область,814d72272cd52365cd14288b52c8d469
12.05.2022 00:07,16800.0,38,Чоловік,E-commerce,Married,1.0,"Вища (бакалавр, спеціаліст, магістр)",Харків чи область,e74df0435e65e3a1b0cc09cf7e061a96
12.05.2022 00:10,2100.0,27,Жінка,GameDev,Married,0.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,9b371a6e98bcf939af08e5ac34fcd1e4
12.05.2022 00:21,6000.0,42,Чоловік,Інша,Married,15.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,916e01dc7ddeaba45834fff430e3edc4
12.05.2022 00:22,6600.0,21,Чоловік,Blockchain,Married,1.0,Ще студент вишу,Київ чи область,d6f6c419c83a3bcc1a6fd4986d4027f9
12.05.2022 00:23,5250.0,26,Жінка,Insurance,Married,1.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,de0fdc5b6e21235f6b7cabd66c216f65
12.05.2022 00:23,9405.0,29,Чоловік,Mobile,Married,5.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,6e3c9a7dfcbe5916e1602276140d40ef
12.05.2022 00:26,10650.0,36,Жінка,Blockchain,Married,7.0,Дві вищі,Дніпро чи область,5de633ffa870d3530b692818d14976df
12.05.2022 00:26,10710.0,41,Чоловік,Geospatial,Single,15.0,"Вища (бакалавр, спеціаліст, магістр)",Рівне чи область,ce7b27250cc4e0b2825e97fdf2f0d47f
12.05.2022 00:28,14400.0,29,Чоловік,Fintech / Banking,Single,2.0,Середня спеціальна,Полтава чи область,94da8af06993e6657e7bae06e2a258e9
12.05.2022 00:29,18000.0,28,Чоловік,E-commerce,Single,7.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,02c5cd0f2688f3fee22275040142d820
12.05.2022 00:37,6000.0,32,Чоловік,Fintech / Banking,Single,4.0,"Вища (бакалавр, спеціаліст, магістр)",Дніпро чи область,7b2ff7972c89562c1af0db0864196cb6
12.05.2022 00:38,1500.0,22,Чоловік,Logistics,Single,0.0,Ще студент вишу,Київ чи область,027dc68eeb79a3f132b967f3f235efb0
12.05.2022 00:38,11400.0,32,Чоловік,Agriculture,Single,4.0,Дві вищі,Львів чи область,12611e743376696cb1a57cc5e26b056c
12.05.2022 00:44,6600.0,21,Чоловік,Інша,Single,2.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,918b52db79379abc3c0c21cd4241c843
12.05.2022 00:51,7800.0,26,Чоловік,Medtech / Healthcare,Married,4.0,"Вища (бакалавр, спеціаліст, магістр)",Дніпро чи область,273095d6e84a8c1bf7f4f9c63668caaf
12.05.2022 00:54,15000.0,31,Чоловік,Fintech / Banking,Single,4.0,Середня спеціальна,Київ чи область,c792a80f414a6b6597a383fc950677f7
12.05.2022 01:04,2100.0,27,Чоловік,Internet of Things,Married,0.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,8233d73be821d21d65d7b047cc8c2398
12.05.2022 01:04,6000.0,22,Жінка,Adtech / Advertising,Married,2.0,"Вища (бакалавр, спеціаліст, магістр)",,53dda5620174dcf702d4094f3beee7fa
12.05.2022 01:25,7500.0,33,Чоловік,E-commerce,Married,8.0,"Вища (бакалавр, спеціаліст, магістр)",,6d505c2f51161370aba11f365d787bda
12.05.2022 01:35,2850.0,22,Чоловік,Medtech / Healthcare,Married,0.0,"Вища (бакалавр, спеціаліст, магістр)",Хмельницький чи область,0b315286e49cbd508fb48dd8bdd65704
12.05.2022 01:38,12600.0,26,Чоловік,Big Data,Married,7.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,9564879cfe3b49c8a0c614795c0a9337
12.05.2022 02:00,9900.0,30,Чоловік,Інша,Married,3.0,Середня спеціальна,,ed212acbca4d77edad058ad68325d219
12.05.2022 02:36,9000.0,26,Чоловік,E-commerce,Single,6.0,Середня спеціальна,Київ чи область,f3a45cdb421bfa0d2d4c25dcc2c5f61c
12.05.2022 02:36,11400.0,34,Чоловік,Fintech / Banking,Single,12.0,"Вища (бакалавр, спеціаліст, магістр)",,cecb76804181566a2967326c9484167e
12.05.2022 02:43,6000.0,22,Жінка,Machine Learning,Married,1.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,fe6b05b3ea2b17a53104dd0a22180e47
12.05.2022 02:52,4920.0,32,Чоловік,Retail,Single,2.0,"Вища (бакалавр, спеціаліст, магістр)",Одеса чи область,c5303c10b098f49badfb35aabb9ce6fd
12.05.2022 03:35,10500.0,32,Чоловік,Blockchain,Other,3.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,1354fedbe2ef8482f31b69d2e2fc6995
12.05.2022 03:44,3600.0,28,Чоловік,E-commerce,Married,2.0,"Вища (бакалавр, спеціаліст, магістр)",Миколаїв чи область,d8a977476682e2371e788f7dd60a9331
12.05.2022 03:48,15600.0,23,Чоловік,ERP,Single,4.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,0e86a7a9b767605700365f4a63ba6f89
12.05.2022 04:36,6000.0,30,Жінка,Automotive,Married,4.0,"Вища (бакалавр, спеціаліст, магістр)",,b89b464f422b14ae0e275f5ebad8c83d
12.05.2022 06:38,3150.0,25,Чоловік,Cloud Computing,Married,1.0,"Вища (бакалавр, спеціаліст, магістр)",Хмельницький чи область,1a82a3a152bb939f553e1994f993657d
12.05.2022 06:46,1800.0,22,Чоловік,Gambling,Single,1.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,8bb8bb324a5e667dd7d427e5aaf35ac5
12.05.2022 07:02,3900.0,27,Чоловік,Cloud Computing,Single,1.0,"Вища (бакалавр, спеціаліст, магістр)",Черкаси чи область,02a8b50a0f75ad9b227d84df42980a36
12.05.2022 07:15,13200.0,31,Чоловік,Logistics,Married,2.0,"Вища (бакалавр, спеціаліст, магістр)",Івано-Франківськ чи область,ec5ff801f45a834802846058ad39fe35
12.05.2022 07:54,6900.0,22,Чоловік,Real Estate,Married,3.0,"Вища (бакалавр, спеціаліст, магістр)",,8aa27c1a2bbdbf894bce7d70b6000bc5
12.05.2022 08:04,8400.0,34,Чоловік,E-commerce,Married,2.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,39b43710d9bbb9f346dd3cd76c777ce3
12.05.2022 08:11,4500.0,22,Чоловік,Fintech / Banking,Single,1.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,4dd0193341bde7ea6a1c04a572489365
12.05.2022 08:15,1680.0,36,Чоловік,Mobile,Single,1.0,"Вища (бакалавр, спеціаліст, магістр)",Суми чи область,f8fc2df848f1a41711f02d625640ce1a
12.05.2022 08:37,7650.0,33,Чоловік,Інша,Married,3.0,"Вища (бакалавр, спеціаліст, магістр)",Черкаси чи область,f4b5fb504689d50893f4d1bc52cd8087
12.05.2022 08:40,12000.0,38,Чоловік,Big Data,Married,9.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,2df2f7aa382f6e7569010da536ede410
12.05.2022 08:48,15000.0,27,Чоловік,Embedded,Single,8.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,0d8ba3c427519afb6513326cd5f15ea6
12.05.2022 08:49,2400.0,20,Чоловік,Mobile,Married,1.0,Ще студент вишу,Тернопіль чи область,606df368f26faf01255c4bb664682f7c
12.05.2022 09:17,1500.0,22,Жінка,E-commerce,Other,0.0,"Вища (бакалавр, спеціаліст, магістр)",Івано-Франківськ чи область,9614186b6a4372c23f003a6f2badbc57
12.05.2022 09:25,4500.0,41,Чоловік,E-commerce,Married,3.0,Дві вищі,Черкаси чи область,614cdd24af529f93ebe5b26ab120598a
12.05.2022 09:26,16500.0,37,Чоловік,Logistics,Single,7.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,3d8d9abf18b743842d37f023387e33bc
12.05.2022 09:26,9000.0,33,Чоловік,Big Data,Single,10.0,Середня,Харків чи область,674da14f025a7dac5d15e025186b7a0c
12.05.2022 09:32,19500.0,32,Чоловік,Automotive,Married,9.0,Дві вищі,Київ чи область,a1658e5b0503f71baeaa0f2910815a4a
12.05.2022 09:34,7680.0,22,Чоловік,E-commerce,Single,3.0,Ще студент вишу,Луцьк чи Волинська область,d9c06b329c79149fd20bb654a3f90bed
12.05.2022 09:39,10500.0,32,Чоловік,E-commerce,Married,3.0,"Вища (бакалавр, спеціаліст, магістр)",Харків чи область,1ab6cba5c2e1730ccbbf51ce0b0f1d35
12.05.2022 09:42,1500.0,32,Жінка,Retail,Single,1.0,"Вища (бакалавр, спеціаліст, магістр)",Полтава чи область,bc1e29ffc301aa81665be7e48dbe3e6b
12.05.2022 09:49,4650.0,40,Жінка,Data Science,Married,10.0,"Вища (бакалавр, спеціаліст, магістр)",Вінниця чи область,ffcdeed99c21237a7f139502e909d040
12.05.2022 09:51,8100.0,23,Чоловік,Hardware,Single,3.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,61244e92e62652117acc7912334978f9
12.05.2022 09:55,9000.0,31,Чоловік,Adtech / Advertising,Single,10.0,Середня спеціальна,Київ чи область,b5cddfd55feda37e551dab5ae88a31af
12.05.2022 09:56,9450.0,32,Чоловік,Agriculture,Single,10.0,"Вища (бакалавр, спеціаліст, магістр)",Дніпро чи область,520eac5607b3be201fac41e7176359c4
12.05.2022 10:03,7200.0,22,Чоловік,Internet of Things,Married,2.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,3c259374e98238d37e4768e6655484b8
12.05.2022 10:03,5400.0,26,Чоловік,Fintech / Banking,Married,2.0,"Вища (бакалавр, спеціаліст, магістр)",Житомир чи область,4bf84e556c68f88175cfe2cdd68e300c
12.05.2022 10:10,15000.0,34,Чоловік,Manufacturing,Married,10.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,953d3ac62d6b99ecd6e976f9a278b4d1
12.05.2022 10:12,9600.0,30,Чоловік,Real Estate,Married,4.0,"Вища (бакалавр, спеціаліст, магістр)",Рівне чи область,1325db23d2f35c3a958108d63295e62d
12.05.2022 10:15,12150.0,24,Чоловік,Medtech / Healthcare,Married,4.0,"Вища (бакалавр, спеціаліст, магістр)",Чернівці чи область,10f7065c800ade32b7e2a8118590f10d
12.05.2022 10:19,4500.0,28,Жінка,Logistics,Single,3.0,Дві вищі,Одеса чи область,bd2727096085a7d76b9e0d78b3c05be1
12.05.2022 10:20,1665.0,20,Жінка,Adtech / Advertising,Married,3.0,Ще студент вишу,Львів чи область,5e159dd9e6cf2c322d8062e5c79beff6
12.05.2022 10:22,12000.0,34,Жінка,Adtech / Advertising,Married,6.0,"Вища (бакалавр, спеціаліст, магістр)",,f17360b6e29d82d734bc5a09418526e6
12.05.2022 10:25,11100.0,24,Чоловік,E-commerce,Married,3.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,b859223a7a7c4a0fdfa22af5d6b6d7d3
12.05.2022 10:26,1800.0,25,Чоловік,Blockchain,Married,1.0,"Вища (бакалавр, спеціаліст, магістр)",Запоріжжя чи область,f836c3647a93ba997a9377cd32bca81a
12.05.2022 10:30,1875.0,22,Жінка,Adtech / Advertising,Married,2.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,2b2ec0ad8c527514601c0e3be803750c
12.05.2022 10:30,3300.0,21,Чоловік,Інша,Single,1.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,75c09cbf6f1dd2cab6149cc43aabcd9f
12.05.2022 10:33,12000.0,26,Чоловік,Medtech / Healthcare,Married,5.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,4cb550bc2106b1c461545b78a1246cd1
12.05.2022 10:36,13500.0,37,Чоловік,Adtech / Advertising,Single,9.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,3331a32b39c27c661374f8a99cceb163
12.05.2022 10:38,4500.0,24,Жінка,E-commerce,Married,3.0,Дві вищі,Одеса чи область,7a09c8dcb98e74cb23bf119e15518949
12.05.2022 10:40,9870.0,24,Чоловік,Blockchain,Single,5.0,"Вища (бакалавр, спеціаліст, магістр)",,51dd2ba23c7aeaaa01d14e08e4aeda20
12.05.2022 10:41,15600.0,26,Чоловік,Cloud Computing,Married,6.0,"Вища (бакалавр, спеціаліст, магістр)",,8000c578ce54f862e0fe794fd2adabca
12.05.2022 10:46,6900.0,24,Чоловік,GameDev,Married,2.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,2b3f68c9c029bb2a538f6498c63b1e14
12.05.2022 10:48,9900.0,36,Жінка,Adtech / Advertising,Single,11.0,"Вища (бакалавр, спеціаліст, магістр)",,fb395711b609f87f115be8c1ef0a15e9
12.05.2022 10:50,5100.0,39,Чоловік,Medtech / Healthcare,Married,3.0,"Вища (бакалавр, спеціаліст, магістр)",Дніпро чи область,14b0d53de0c95e5c622f8868f7f0dab0
12.05.2022 10:51,12000.0,27,Чоловік,E-commerce,Married,5.0,"Вища (бакалавр, спеціаліст, магістр)",Харків чи область,656d8be82ff8327ad56860472605b0b0
12.05.2022 10:52,4350.0,25,Жінка,E-commerce,Married,3.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,d2f3990a823e45a05244b6865510c9a5
12.05.2022 10:53,3000.0,23,Чоловік,Інша,Single,1.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,ee8f874c0de7d2bf502e32e7404a8bdc
12.05.2022 10:54,10500.0,23,Чоловік,Gambling,Single,2.0,"Вища (бакалавр, спеціаліст, магістр)",Черкаси чи область,929ff5c6b3ed948c1d2fe0c9b341f25e
12.05.2022 10:58,16500.0,32,Чоловік,Fintech / Banking,Married,6.0,"Вища (бакалавр, спеціаліст, магістр)",,c1e765e8c772cb4925467c51e506fcf5
12.05.2022 11:02,2700.0,28,Чоловік,Media,Single,4.0,Середня,Львів чи область,3344dd6d9af73dc846a26fc2873d8b61
12.05.2022 11:03,4200.0,25,Чоловік,High Load Systems,Single,4.0,Дві вищі,Дніпро чи область,16beb762acf03bc4c4e02d2c5750899e
12.05.2022 11:06,18000.0,34,Чоловік,Adtech / Advertising,Married,4.0,"Вища (бакалавр, спеціаліст, магістр)",,136a1afe35eb177f1de1aaad6791e163
12.05.2022 11:11,1590.0,21,Чоловік,Medtech / Healthcare,Married,1.0,"Вища (бакалавр, спеціаліст, магістр)",Харків чи область,9feeeb300a42d704c27090ea4f9d12e2
12.05.2022 11:11,1590.0,35,Жінка,E-commerce,Married,1.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,b9fbd655bc59a7ae04977862608011c3
12.05.2022 11:12,15000.0,34,Чоловік,Gambling,Single,10.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,b2ceaf9435952aabf495e48d3f70217f
12.05.2022 11:12,4200.0,26,Чоловік,Internet of Things,Single,3.0,"Вища (бакалавр, спеціаліст, магістр)",Житомир чи область,2fae16b840fd4f38c692029219bad7aa
12.05.2022 11:17,4200.0,34,Чоловік,GameDev,Single,3.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,70ac7e85cd145bd4478ed3a23e5bdb7a
12.05.2022 11:18,3600.0,20,Чоловік,E-commerce,Married,1.0,Ще студент вишу,Дніпро чи область,8dee45ec58cae0b84948d49b63617318
12.05.2022 11:19,1650.0,23,Чоловік,Big Data,Married,4.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,93ebc6925dae2f47a630b4156562f66b
12.05.2022 11:20,1500.0,28,Чоловік,Fintech / Banking,Other,6.0,"Вища (бакалавр, спеціаліст, магістр)",Дніпро чи область,4b3f3d3322ad99eb3a423f05fc5de25d
12.05.2022 11:22,19500.0,28,Чоловік,Fintech / Banking,Single,9.0,Середня,Львів чи область,2155ad4fa1b458f3f86c2fe488bb7265
12.05.2022 11:22,15000.0,30,Чоловік,Internet of Things,Married,11.0,"Вища (бакалавр, спеціаліст, магістр)",Одеса чи область,eb9a8cc55cbc324d493ad02fc7a03411
12.05.2022 11:22,4800.0,23,Чоловік,Fintech / Banking,Single,3.0,Дві вищі,Київ чи область,35276e0596545fe2a514fc7b4c8a92eb
12.05.2022 11:23,10500.0,40,Чоловік,Fintech / Banking,Single,1.0,Дві вищі,Харків чи область,92055b691d5b685081f3071d161babe8
12.05.2022 11:25,3300.0,23,Жінка,Edtech / Education,Single,1.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,a9c7e143fc6e31933faa98d28289a204
12.05.2022 11:26,4152.0,20,Чоловік,E-commerce,Married,2.0,Ще студент вишу,Хмельницький чи область,7b8386bfd9f98c4eed194fe9ae67f297
12.05.2022 11:33,2250.0,32,Чоловік,Agriculture,Single,10.0,"Вища (бакалавр, спеціаліст, магістр)",Чернігів чи область,49e4d6a6b8b1f5c2e225c51c3e243ef3
12.05.2022 11:33,17400.0,39,Чоловік,Media,Married,5.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,ce3a547733e5aa6ee619d876f5ebd2d3
12.05.2022 11:39,9000.0,23,Чоловік,E-commerce,Single,3.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,843cabda00ee4138ef4a30d38da2c97f
12.05.2022 11:41,4275.0,39,Чоловік,E-commerce,Married,1.0,"Вища (бакалавр, спеціаліст, магістр)",Дніпро чи область,8bc410e95a001a04358b2f9c13b1748c
12.05.2022 11:44,1500.0,33,Чоловік,Інша,Single,3.0,"Вища (бакалавр, спеціаліст, магістр)",Полтава чи область,ce9fcf8b1c3c230d9f935572ea3f3afb
12.05.2022 11:45,4500.0,24,Чоловік,Automotive,Single,3.0,Дві вищі,Івано-Франківськ чи область,83a00e17099755f4b26d78f3e903417a
12.05.2022 11:46,6900.0,23,Чоловік,Insurance,Married,4.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,1ed6d5c7fb5a703dd498b0f2411e2ea8
12.05.2022 11:47,5220.0,26,Жінка,E-commerce,Married,6.0,"Вища (бакалавр, спеціаліст, магістр)",Суми чи область,455a3a56e51bc6804a3575c19c5cf1a9
12.05.2022 11:49,5280.0,24,Жінка,Embedded,Single,2.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,4cef749357f4eea15b4b6d90773b5733
12.05.2022 11:49,7950.0,32,Жінка,Automotive,Married,2.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,28e8652db11f7cddafe4d11b87183ca1
12.05.2022 11:53,4740.0,32,Жінка,Insurance,Married,12.0,Дві вищі,Львів чи область,3b3b74422d451a5826c30cf0731b8d92
12.05.2022 11:59,12600.0,35,Чоловік,Agriculture,Married,6.0,"Вища (бакалавр, спеціаліст, магістр)",Одеса чи область,716c9a4d92c2917dc1826a9cd0cd0d99
12.05.2022 12:00,15000.0,32,Жінка,Adtech / Advertising,Single,6.0,"Вища (бакалавр, спеціаліст, магістр)",,adb15253b123ab20c4fd7b9ad3c0e217
12.05.2022 12:04,6000.0,29,Жінка,Blockchain,Married,3.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,6a88b9c3261b01f31cbd0f3e6a69b8ef
12.05.2022 12:07,7500.0,22,Жінка,Edtech / Education,Single,2.0,Дві вищі,Київ чи область,d21999ae6d9a799d09ca1e65d2219cba
12.05.2022 12:08,9000.0,34,Жінка,E-commerce,Married,8.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,1275c4ae900bddaeaeb185a0dc89bc6e
12.05.2022 12:10,6900.0,30,Чоловік,Cloud Computing,Married,2.0,"Вища (бакалавр, спеціаліст, магістр)",Івано-Франківськ чи область,589c37a9167a06ccd08ebd1b24886f44
12.05.2022 12:11,19950.0,31,Чоловік,Cloud Computing,Married,7.0,Дві вищі,Київ чи область,1ca0aeead91b84fdbfb31e6a5b031a7b
12.05.2022 12:16,2160.0,29,Жінка,E-commerce,Married,1.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,e920436596a82f1bce2fa06384896549
12.05.2022 12:22,21000.0,38,Чоловік,Security,Single,15.0,"Вища (бакалавр, спеціаліст, магістр)",,1139e2e6ec97409c4df7d9ae761d7d8e
12.05.2022 12:27,24900.0,37,Чоловік,Gambling,Single,5.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,ded644a623955fef4dfc8a44b50d118e
12.05.2022 12:32,11100.0,27,Чоловік,E-commerce,Married,5.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,42b61b9c1f46944de7e55dcb9b2d026b
12.05.2022 12:32,3900.0,24,Чоловік,GameDev,Single,4.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,d04dad88b3345527a04c48e5e7b2dcce
12.05.2022 12:35,12000.0,29,Чоловік,Fintech / Banking,Married,9.0,"Вища (бакалавр, спеціаліст, магістр)",Черкаси чи область,ac2da23f8ba433c9caa6bf982fda37e2
12.05.2022 12:35,10500.0,24,Чоловік,GameDev,Married,3.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,a2d7e6816978f466fff9569c8971f9c3
12.05.2022 12:35,2040.0,21,Жінка,Embedded,Married,1.0,"Вища (бакалавр, спеціаліст, магістр)",Львів чи область,f67d298b1f5a89ef67850b6497b4ba90
12.05.2022 12:36,2850.0,22,Жінка,GameDev,Single,3.0,Середня спеціальна,Одеса чи область,c9c3c2c23ae43f271f6ac57c6ab3a908
12.05.2022 12:36,10200.0,29,Чоловік,Fintech / Banking,Married,5.0,"Вища (бакалавр, спеціаліст, магістр)",Тернопіль чи область,73be7942f564889e30b67aa3f1a6eb43
12.05.2022 12:38,5400.0,31,Чоловік,GameDev,Single,1.0,Середня спеціальна,Івано-Франківськ чи область,9528f1ca1bb52b98dc3de67d8ff653cb
12.05.2022 12:38,6000.0,28,Чоловік,Medtech / Healthcare,Married,4.0,"Вища (бакалавр, спеціаліст, магістр)",Дніпро чи область,95c9d76cc782a562fc867b35034def57
12.05.2022 12:41,4050.0,28,Жінка,E-commerce,Married,8.0,"Вища (бакалавр, спеціаліст, магістр)",,bd804867ec782c6bfc4fcc74c36032ff
12.05.2022 12:41,6000.0,25,Чоловік,GameDev,Single,3.0,"Вища (бакалавр, спеціаліст, магістр)",Київ чи область,52104a8354d66f1b9c00775a4b310863
12.05.2022 12:44,3300.0,45,Чоловік,GameDev,Married,2.0,Середня спеціальна,Харків чи область,d305d166791f99d30ca4d564d46b6897
12.05.2022 12:44,1500.0,31,Жінка,Fintech / Banking,Single,1.0,"Вища (бакалавр, спеціаліст, магістр)",Дніпро чи область,8fc1362ba2803fd24fc83f55f9e97d84
12.05.2022 12:46,21000.0,28,Чоловік,Blockchain,Other,10.0,"Вища (бакалавр, спеціаліст, магістр)",,7fce1d923a420f02eda9b8820cfad81f
12.05.2022 12:46,15000.0,24,Чоловік,GameDev,Single,5.0,"Вища (бакалавр, спеціаліст, магістр)",,0c62e8fe5b47afa4aef251db3118c374
12.05.2022 12:47,1200.0,25,Чоловік,Travel,Married,3.0,"Вища (бакалавр, спеціаліст, магістр)",Кропивницький чи область,240fea81ee02c1bf85f4ca118a935da8
12.05.2022 12:51,13500.0,27,Чоловік,E-commerce,Married,7.0,"Вища (бакалавр, спеціаліст, магістр)",,721e52b72d7fdfb7310d1c52526b4fcc
